Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
634	0.134071239	0.134071239	0.134071239	0.228966349
635	0.133325198	0.133325198	0.133325198	0.228223132
636	0.132583308	0.132583308	0.132583308	0.227482327
637	0.131845547	0.131845547	0.131845547	0.226743927
638	0.13111189	0.13111189	0.13111189	0.226007924
639	0.130382316	0.130382316	0.130382316	0.22527431
640	0.129656802	0.129656802	0.129656802	0.224543077
641	0.128935325	0.128935325	0.128935325	0.223814218
642	0.128217863	0.128217863	0.128217863	0.223087724
643	0.127504392	0.127504392	0.127504392	0.222363589
644	0.126794893	0.126794893	0.126794893	0.221641804
645	0.126089341	0.126089341	0.126089341	0.220922363
646	0.125387715	0.125387715	0.125387715	0.220205256
647	0.124689993	0.124689993	0.124689993	0.219490477
648	0.123996154	0.123996154	0.123996154	0.218778018
649	0.123306176	0.123306176	0.123306176	0.218067872
650	0.122620037	0.122620037	0.122620037	0.217360031
651	0.121937716	0.121937716	0.121937716	0.216654488
652	0.121259192	0.121259192	0.121259192	0.215951235
653	0.120584443	0.120584443	0.120584443	0.215250264
654	0.119913449	0.119913449	0.119913449	0.214551569
655	0.119246189	0.119246189	0.119246189	0.213855142
656	0.118582642	0.118582642	0.118582642	0.213160975
657	0.117922787	0.117922787	0.117922787	0.212469062
658	0.117266604	0.117266604	0.117266604	0.211779395
659	0.116614073	0.116614073	0.116614073	0.211091966
660	0.115965172	0.115965172	0.115965172	0.210406768
661	0.115319882	0.115319882	0.115319882	0.209723795
662	0.114678183	0.114678183	0.114678183	0.209043039
663	0.114040055	0.114040055	0.114040055	0.208364492
664	0.113405477	0.113405477	0.113405477	0.207688148
665	0.112774431	0.112774431	0.112774431	0.207013999
666	0.112146896	0.112146896	0.112146896	0.206342039
667	0.111522853	0.111522853	0.111522853	0.205672259
668	0.110902283	0.110902283	0.110902283	0.205004654
669	0.110285166	0.110285166	0.110285166	0.204339216
670	0.109671482	0.109671482	0.109671482	0.203675937
671	0.109061214	0.109061214	0.109061214	0.203014812
672	0.108454341	0.108454341	0.108454341	0.202355833
673	0.107850845	0.107850845	0.107850845	0.201698993
674	0.107250708	0.107250708	0.107250708	0.201044285
675	0.10665391	0.10665391	0.10665391	0.200391702
676	0.106060433	0.106060433	0.106060433	0.199741237
677	0.105470258	0.105470258	0.105470258	0.199092884
678	0.104883367	0.104883367	0.104883367	0.198446635
679	0.104299742	0.104299742	0.104299742	0.197802484
680	0.103719365	0.103719365	0.103719365	0.197160423
681	0.103142217	0.103142217	0.103142217	0.196520447
682	0.102568281	0.102568281	0.102568281	0.195882548
683	0.101997538	0.101997538	0.101997538	0.19524672
684	0.101429971	0.101429971	0.101429971	0.194612956
685	0.100865563	0.100865563	0.100865563	0.193981249
686	0.100304295	0.100304295	0.100304295	0.193351592
687	0.09974615	0.09974615	0.09974615	0.192723979
688	0.099191112	0.099191112	0.099191112	0.192098404
689	0.098639161	0.098639161	0.098639161	0.191474859
690	0.098090282	0.098090282	0.098090282	0.190853338
691	0.097544458	0.097544458	0.097544458	0.190233834
692	0.09700167	0.09700167	0.09700167	0.189616342
693	0.096461903	0.096461903	0.096461903	0.189000854
694	0.095925139	0.095925139	0.095925139	0.188387363
695	0.095391363	0.095391363	0.095391363	0.187775864
696	0.094860556	0.094860556	0.094860556	0.18716635
697	0.094332703	0.094332703	0.094332703	0.186558814
698	0.093807788	0.093807788	0.093807788	0.185953251
699	0.093285793	0.093285793	0.093285793	0.185349653
700	0.092766703	0.092766703	0.092766703	0.184748014
701	0.092250501	0.092250501	0.092250501	0.184148328
702	0.091737172	0.091737172	0.091737172	0.183550589
703	0.091226699	0.091226699	0.091226699	0.18295479
704	0.090719067	0.090719067	0.090719067	0.182360925
705	0.090214259	0.090214259	0.090214259	0.181768987
706	0.089712261	0.089712261	0.089712261	0.181178971
707	0.089213056	0.089213056	0.089213056	0.18059087
708	0.088716629	0.088716629	0.088716629	0.180004678
709	0.088222964	0.088222964	0.088222964	0.179420389
710	0.087732046	0.087732046	0.087732046	0.178837997
711	0.08724386	0.08724386	0.08724386	0.178257494
712	0.08675839	0.08675839	0.08675839	0.177678877
713	0.086275622	0.086275622	0.086275622	0.177102137
714	0.08579554	0.08579554	0.08579554	0.176527269
715	0.085318129	0.085318129	0.085318129	0.175954268
716	0.084843375	0.084843375	0.084843375	0.175383126
717	0.084371263	0.084371263	0.084371263	0.174813838
718	0.083901778	0.083901778	0.083901778	0.174246399
719	0.083434906	0.083434906	0.083434906	0.173680801
720	0.082970631	0.082970631	0.082970631	0.173117039
721	0.08250894	0.08250894	0.08250894	0.172555106
722	0.082049817	0.082049817	0.082049817	0.171994998
723	0.08159325	0.08159325	0.08159325	0.171436708
724	0.081139223	0.081139223	0.081139223	0.170880231
725	0.080687723	0.080687723	0.080687723	0.170325559
726	0.080238735	0.080238735	0.080238735	0.169772688
727	0.079792246	0.079792246	0.079792246	0.169221612
728	0.07934824	0.07934824	0.07934824	0.168672324
729	0.078906706	0.078906706	0.078906706	0.168124819
730	0.078467629	0.078467629	0.078467629	0.167579092
731	0.078030994	0.078030994	0.078030994	0.167035136
732	0.07759679	0.07759679	0.07759679	0.166492945
733	0.077165001	0.077165001	0.077165001	0.165952515
734	0.076735616	0.076735616	0.076735616	0.165413838
735	0.076308619	0.076308619	0.076308619	0.164876911
736	0.075883999	0.075883999	0.075883999	0.164341726
737	0.075461741	0.075461741	0.075461741	0.163808278
738	0.075041833	0.075041833	0.075041833	0.163276562
739	0.074624262	0.074624262	0.074624262	0.162746572
740	0.074209014	0.074209014	0.074209014	0.162218302
741	0.073796077	0.073796077	0.073796077	0.161691747
742	0.073385438	0.073385438	0.073385438	0.161166901
743	0.072977084	0.072977084	0.072977084	0.160643758
744	0.072571002	0.072571002	0.072571002	0.160122314
745	0.072167179	0.072167179	0.072167179	0.159602562
746	0.071765604	0.071765604	0.071765604	0.159084498
747	0.071366263	0.071366263	0.071366263	0.158568115
748	0.070969145	0.070969145	0.070969145	0.158053408
749	0.070574236	0.070574236	0.070574236	0.157540372
750	0.070181525	0.070181525	0.070181525	0.157029001
751	0.069790999	0.069790999	0.069790999	0.15651929
752	0.069402646	0.069402646	0.069402646	0.156011234
753	0.069016454	0.069016454	0.069016454	0.155504827
754	0.068632411	0.068632411	0.068632411	0.155000063
755	0.068250505	0.068250505	0.068250505	0.154496938
756	0.067870724	0.067870724	0.067870724	0.153995446
757	0.067493056	0.067493056	0.067493056	0.153495582
758	0.06711749	0.06711749	0.06711749	0.152997341
759	0.066744014	0.066744014	0.066744014	0.152500717
760	0.066372616	0.066372616	0.066372616	0.152005704
761	0.066003285	0.066003285	0.066003285	0.151512299
762	0.065636008	0.065636008	0.065636008	0.151020495
763	0.065270776	0.065270776	0.065270776	0.150530288
764	0.064907576	0.064907576	0.064907576	0.150041671
765	0.064546397	0.064546397	0.064546397	0.149554641
766	0.064187227	0.064187227	0.064187227	0.149069192
767	0.063830057	0.063830057	0.063830057	0.148585318
768	0.063474873	0.063474873	0.063474873	0.148103015
769	0.063121667	0.063121667	0.063121667	0.147622278
770	0.062770425	0.062770425	0.062770425	0.147143101
771	0.062421138	0.062421138	0.062421138	0.146665479
772	0.062073795	0.062073795	0.062073795	0.146189408
773	0.061728385	0.061728385	0.061728385	0.145714882
774	0.061384896	0.061384896	0.061384896	0.145241897
775	0.061043319	0.061043319	0.061043319	0.144770446
776	0.060703643	0.060703643	0.060703643	0.144300526
777	0.060365856	0.060365856	0.060365856	0.143832132
778	0.06002995	0.06002995	0.06002995	0.143365257
779	0.059695912	0.059695912	0.059695912	0.142899899
780	0.059363734	0.059363734	0.059363734	0.14243605
781	0.059033403	0.059033403	0.059033403	0.141973708
782	0.058704911	0.058704911	0.058704911	0.141512866
783	0.058378247	0.058378247	0.058378247	0.14105352
784	0.0580534	0.0580534	0.0580534	0.140595665
785	0.057730361	0.057730361	0.057730361	0.140139296
786	0.05740912	0.05740912	0.05740912	0.139684409
787	0.057089666	0.057089666	0.057089666	0.139230998
788	0.05677199	0.05677199	0.05677199	0.138779059
789	0.056456081	0.056456081	0.056456081	0.138328586
790	0.056141931	0.056141931	0.056141931	0.137879576
791	0.055829528	0.055829528	0.055829528	0.137432024
792	0.055518864	0.055518864	0.055518864	0.136985924
793	0.055209928	0.055209928	0.055209928	0.136541272
794	0.054902712	0.054902712	0.054902712	0.136098064
795	0.054597205	0.054597205	0.054597205	0.135656294
796	0.054293398	0.054293398	0.054293398	0.135215959
797	0.053991282	0.053991282	0.053991282	0.134777052
798	0.053690847	0.053690847	0.053690847	0.13433957
799	0.053392083	0.053392083	0.053392083	0.133903509
800	0.053094982	0.053094982	0.053094982	0.133468862
801	0.052799534	0.052799534	0.052799534	0.133035627
802	0.052505731	0.052505731	0.052505731	0.132603798
803	0.052213562	0.052213562	0.052213562	0.13217337
804	0.051923019	0.051923019	0.051923019	0.13174434
805	0.051634092	0.051634092	0.051634092	0.131316702
806	0.051346774	0.051346774	0.051346774	0.130890453
807	0.051061054	0.051061054	0.051061054	0.130465587
808	0.050776924	0.050776924	0.050776924	0.1300421
809	0.050494375	0.050494375	0.050494375	0.129619987
810	0.050213398	0.050213398	0.050213398	0.129199245
811	0.049933985	0.049933985	0.049933985	0.128779869
812	0.049656127	0.049656127	0.049656127	0.128361854
813	0.049379815	0.049379815	0.049379815	0.127945195
814	0.04910504	0.04910504	0.04910504	0.12752989
815	0.048831794	0.048831794	0.048831794	0.127115932
816	0.048560069	0.048560069	0.048560069	0.126703318
817	0.048289856	0.048289856	0.048289856	0.126292043
818	0.048021146	0.048021146	0.048021146	0.125882103
819	0.047753932	0.047753932	0.047753932	0.125473494
820	0.047488205	0.047488205	0.047488205	0.125066212
821	0.047223956	0.047223956	0.047223956	0.124660251
822	0.046961177	0.046961177	0.046961177	0.124255608
823	0.046699861	0.046699861	0.046699861	0.123852278
824	0.046439999	0.046439999	0.046439999	0.123450258
825	0.046181583	0.046181583	0.046181583	0.123049543
826	0.045924605	0.045924605	0.045924605	0.122650128
827	0.045669057	0.045669057	0.045669057	0.12225201
828	0.045414931	0.045414931	0.045414931	0.121855184
829	0.045162219	0.045162219	0.045162219	0.121459646
830	0.044910913	0.044910913	0.044910913	0.121065392
831	0.044661006	0.044661006	0.044661006	0.120672418
832	0.044412489	0.044412489	0.044412489	0.120280719
833	0.044165355	0.044165355	0.044165355	0.119890292
834	0.043919596	0.043919596	0.043919596	0.119501132
835	0.043675205	0.043675205	0.043675205	0.119113236
836	0.043432174	0.043432174	0.043432174	0.118726598
837	0.043190495	0.043190495	0.043190495	0.118341215
838	0.042950161	0.042950161	0.042950161	0.117957084
839	0.042711164	0.042711164	0.042711164	0.117574199
840	0.042473497	0.042473497	0.042473497	0.117192557
841	0.042237153	0.042237153	0.042237153	0.116812154
842	0.042002124	0.042002124	0.042002124	0.116432986
843	0.041768402	0.041768402	0.041768402	0.116055048
844	0.041535981	0.041535981	0.041535981	0.115678337
845	0.041304854	0.041304854	0.041304854	0.115302849
846	0.041075012	0.041075012	0.041075012	0.11492858
847	0.04084645	0.04084645	0.04084645	0.114555526
848	0.040619159	0.040619159	0.040619159	0.114183682
849	0.040393133	0.040393133	0.040393133	0.113813046
850	0.040168365	0.040168365	0.040168365	0.113443613
851	0.039944848	0.039944848	0.039944848	0.113075379
852	0.039722574	0.039722574	0.039722574	0.11270834
853	0.039501537	0.039501537	0.039501537	0.112342492
854	0.039281731	0.039281731	0.039281731	0.111977832
855	0.039063147	0.039063147	0.039063147	0.111614356
856	0.038845779	0.038845779	0.038845779	0.11125206
857	0.038629621	0.038629621	0.038629621	0.110890939
858	0.038414666	0.038414666	0.038414666	0.110530991
859	0.038200907	0.038200907	0.038200907	0.110172211
860	0.037988338	0.037988338	0.037988338	0.109814596
861	0.037776951	0.037776951	0.037776951	0.109458141
862	0.037566741	0.037566741	0.037566741	0.109102844
863	0.0373577	0.0373577	0.0373577	0.1087487
864	0.037149823	0.037149823	0.037149823	0.108395705
865	0.036943102	0.036943102	0.036943102	0.108043856
866	0.036737532	0.036737532	0.036737532	0.107693149
867	0.036533105	0.036533105	0.036533105	0.107343581
868	0.036329816	0.036329816	0.036329816	0.106995147
869	0.036127659	0.036127659	0.036127659	0.106647845
870	0.035926626	0.035926626	0.035926626	0.106301669
871	0.035726711	0.035726711	0.035726711	0.105956618
872	0.03552791	0.03552791	0.03552791	0.105612686
873	0.035330214	0.035330214	0.035330214	0.105269871
874	0.035133619	0.035133619	0.035133619	0.104928168
875	0.034938117	0.034938117	0.034938117	0.104587575
876	0.034743704	0.034743704	0.034743704	0.104248087
877	0.034550372	0.034550372	0.034550372	0.103909702
878	0.034358116	0.034358116	0.034358116	0.103572414
879	0.034166929	0.034166929	0.034166929	0.103236222
880	0.033976807	0.033976807	0.033976807	0.10290112
881	0.033787743	0.033787743	0.033787743	0.102567107
882	0.03359973	0.03359973	0.03359973	0.102234177
883	0.033412764	0.033412764	0.033412764	0.101902329
884	0.033226838	0.033226838	0.033226838	0.101571557
885	0.033041947	0.033041947	0.033041947	0.101241859
886	0.032858085	0.032858085	0.032858085	0.100913232
887	0.032675246	0.032675246	0.032675246	0.100585671
888	0.032493424	0.032493424	0.032493424	0.100259173
889	0.032312614	0.032312614	0.032312614	0.099933735
890	0.03213281	0.03213281	0.03213281	0.099609353
891	0.031954006	0.031954006	0.031954006	0.099286025
892	0.031776198	0.031776198	0.031776198	0.098963746
893	0.031599379	0.031599379	0.031599379	0.098642513
894	0.031423543	0.031423543	0.031423543	0.098322322
895	0.031248687	0.031248687	0.031248687	0.098003171
896	0.031074803	0.031074803	0.031074803	0.097685056
897	0.030901887	0.030901887	0.030901887	0.097367974
898	0.030729933	0.030729933	0.030729933	0.097051921
899	0.030558936	0.030558936	0.030558936	0.096736894
900	0.03038889	0.03038889	0.03038889	0.096422889
901	0.030219791	0.030219791	0.030219791	0.096109903
902	0.030051632	0.030051632	0.030051632	0.095797934
903	0.029884409	0.029884409	0.029884409	0.095486977
904	0.029718117	0.029718117	0.029718117	0.095177029
905	0.02955275	0.02955275	0.02955275	0.094868088
906	0.029388304	0.029388304	0.029388304	0.094560149
907	0.029224772	0.029224772	0.029224772	0.09425321
908	0.02906215	0.02906215	0.02906215	0.093947268
909	0.028900434	0.028900434	0.028900434	0.093642318
910	0.028739617	0.028739617	0.028739617	0.093338358
911	0.028579695	0.028579695	0.028579695	0.093035385
912	0.028420663	0.028420663	0.028420663	0.092733395
913	0.028262515	0.028262515	0.028262515	0.092432386
914	0.028105248	0.028105248	0.028105248	0.092132353
915	0.027948856	0.027948856	0.027948856	0.091833295
916	0.027793334	0.027793334	0.027793334	0.091535207
917	0.027638678	0.027638678	0.027638678	0.091238087
918	0.027484882	0.027484882	0.027484882	0.090941931
919	0.027331942	0.027331942	0.027331942	0.090646737
920	0.027179853	0.027179853	0.027179853	0.0903525
921	0.027028611	0.027028611	0.027028611	0.090059219
922	0.02687821	0.02687821	0.02687821	0.08976689
923	0.026728645	0.026728645	0.026728645	0.08947551
924	0.026579913	0.026579913	0.026579913	0.089185075
925	0.026432009	0.026432009	0.026432009	0.088895583
926	0.026284928	0.026284928	0.026284928	0.088607031
927	0.026138665	0.026138665	0.026138665	0.088319416
928	0.025993216	0.025993216	0.025993216	0.088032734
929	0.025848576	0.025848576	0.025848576	0.087746983
930	0.025704742	0.025704742	0.025704742	0.087462159
931	0.025561707	0.025561707	0.025561707	0.08717826
932	0.025419469	0.025419469	0.025419469	0.086895282
933	0.025278022	0.025278022	0.025278022	0.086613223
934	0.025137362	0.025137362	0.025137362	0.086332079
935	0.024997485	0.024997485	0.024997485	0.086051848
936	0.024858386	0.024858386	0.024858386	0.085772527
937	0.024720061	0.024720061	0.024720061	0.085494112
938	0.024582506	0.024582506	0.024582506	0.085216601
939	0.024445716	0.024445716	0.024445716	0.084939991
940	0.024309688	0.024309688	0.024309688	0.084664278
941	0.024174416	0.024174416	0.024174416	0.084389461
942	0.024039897	0.024039897	0.024039897	0.084115536
943	0.023906127	0.023906127	0.023906127	0.083842499
944	0.023773101	0.023773101	0.023773101	0.083570349
945	0.023640815	0.023640815	0.023640815	0.083299083
946	0.023509266	0.023509266	0.023509266	0.083028697
947	0.023378448	0.023378448	0.023378448	0.082759189
948	0.023248358	0.023248358	0.023248358	0.082490555
949	0.023118992	0.023118992	0.023118992	0.082222793
950	0.022990346	0.022990346	0.022990346	0.081955901
951	0.022862416	0.022862416	0.022862416	0.081689875
952	0.022735198	0.022735198	0.022735198	0.081424712
953	0.022608688	0.022608688	0.022608688	0.08116041
954	0.022482881	0.022482881	0.022482881	0.080896966
955	0.022357775	0.022357775	0.022357775	0.080634378
956	0.022233365	0.022233365	0.022233365	0.080372641
957	0.022109647	0.022109647	0.022109647	0.080111754
958	0.021986618	0.021986618	0.021986618	0.079851714
959	0.021864273	0.021864273	0.021864273	0.079592518
960	0.021742609	0.021742609	0.021742609	0.079334164
961	0.021621622	0.021621622	0.021621622	0.079076648
962	0.021501308	0.021501308	0.021501308	0.078819967
963	0.021381664	0.021381664	0.021381664	0.07856412
964	0.021262685	0.021262685	0.021262685	0.078309104
965	0.021144369	0.021144369	0.021144369	0.078054915
966	0.02102671	0.02102671	0.02102671	0.077801552
967	0.020909707	0.020909707	0.020909707	0.07754901
968	0.020793355	0.020793355	0.020793355	0.077297289
969	0.02067765	0.02067765	0.02067765	0.077046384
970	0.020562589	0.020562589	0.020562589	0.076796294
971	0.020448168	0.020448168	0.020448168	0.076547016
972	0.020334384	0.020334384	0.020334384	0.076298547
973	0.020221233	0.020221233	0.020221233	0.076050885
974	0.020108711	0.020108711	0.020108711	0.075804026
975	0.019996816	0.019996816	0.019996816	0.075557969
976	0.019885544	0.019885544	0.019885544	0.07531271
977	0.01977489	0.01977489	0.01977489	0.075068248
978	0.019664853	0.019664853	0.019664853	0.074824579
979	0.019555427	0.019555427	0.019555427	0.074581701
980	0.019446611	0.019446611	0.019446611	0.074339611
981	0.0193384	0.0193384	0.0193384	0.074098307
982	0.019230791	0.019230791	0.019230791	0.073857786
983	0.019123781	0.019123781	0.019123781	0.073618046
984	0.019017367	0.019017367	0.019017367	0.073379085
985	0.018911544	0.018911544	0.018911544	0.073140899
986	0.018806311	0.018806311	0.018806311	0.072903486
987	0.018701663	0.018701663	0.018701663	0.072666844
988	0.018597597	0.018597597	0.018597597	0.072430969
989	0.01849411	0.01849411	0.01849411	0.072195861
990	0.0183912	0.0183912	0.0183912	0.071961516
991	0.018288862	0.018288862	0.018288862	0.071727931
992	0.018187093	0.018187093	0.018187093	0.071495104
993	0.018085891	0.018085891	0.018085891	0.071263034
994	0.017985251	0.017985251	0.017985251	0.071031716
995	0.017885172	0.017885172	0.017885172	0.07080115
996	0.01778565	0.01778565	0.01778565	0.070571332
997	0.017686681	0.017686681	0.017686681	0.070342259
998	0.017588264	0.017588264	0.017588264	0.070113931
999	0.017490394	0.017490394	0.017490394	0.069886343
1000	0.017393068	0.017393068	0.017393068	0.069659495
1001	0.017296284	0.017296284	0.017296284	0.069433382
1002	0.017200039	0.017200039	0.017200039	0.069208004
1003	0.017104329	0.017104329	0.017104329	0.068983357
1004	0.017009151	0.017009151	0.017009151	0.068759439
1005	0.016914504	0.016914504	0.016914504	0.068536248
1006	0.016820383	0.016820383	0.016820383	0.068313782
1007	0.016726786	0.016726786	0.016726786	0.068092038
1008	0.016633709	0.016633709	0.016633709	0.067871013
1009	0.016541151	0.016541151	0.016541151	0.067650706
1010	0.016449107	0.016449107	0.016449107	0.067431114
1011	0.016357576	0.016357576	0.016357576	0.067212235
1012	0.016266554	0.016266554	0.016266554	0.066994067
1013	0.016176038	0.016176038	0.016176038	0.066776606
1014	0.016086027	0.016086027	0.016086027	0.066559852
1015	0.015996516	0.015996516	0.015996516	0.066343801
1016	0.015907503	0.015907503	0.015907503	0.066128451
1017	0.015818985	0.015818985	0.015818985	0.0659138
1018	0.01573096	0.01573096	0.01573096	0.065699846
1019	0.015643425	0.015643425	0.015643425	0.065486587
1020	0.015556377	0.015556377	0.015556377	0.065274019
1021	0.015469814	0.015469814	0.015469814	0.065062142
1022	0.015383732	0.015383732	0.015383732	0.064850952
1023	0.015298129	0.015298129	0.015298129	0.064640448
1024	0.015213002	0.015213002	0.015213002	0.064430628
1025	0.015128349	0.015128349	0.015128349	0.064221488
1026	0.015044167	0.015044167	0.015044167	0.064013027
1027	0.014960454	0.014960454	0.014960454	0.063805243
1028	0.014877206	0.014877206	0.014877206	0.063598133
1029	0.014794422	0.014794422	0.014794422	0.063391696
1030	0.014712098	0.014712098	0.014712098	0.063185929
1031	0.014630232	0.014630232	0.014630232	0.062980829
1032	0.014548822	0.014548822	0.014548822	0.062776396
1033	0.014467865	0.014467865	0.014467865	0.062572626
1034	0.014387358	0.014387358	0.014387358	0.062369517
1035	0.0143073	0.0143073	0.0143073	0.062167068
1036	0.014227686	0.014227686	0.014227686	0.061965275
1037	0.014148516	0.014148516	0.014148516	0.061764138
1038	0.014069787	0.014069787	0.014069787	0.061563654
1039	0.013991495	0.013991495	0.013991495	0.06136382
1040	0.013913639	0.013913639	0.013913639	0.061164635
1041	0.013836217	0.013836217	0.013836217	0.060966097
1042	0.013759225	0.013759225	0.013759225	0.060768203
1043	0.013682661	0.013682661	0.013682661	0.060570952
1044	0.013606524	0.013606524	0.013606524	0.06037434
1045	0.01353081	0.01353081	0.01353081	0.060178367
1046	0.013455518	0.013455518	0.013455518	0.05998303
1047	0.013380645	0.013380645	0.013380645	0.059788327
1048	0.013306188	0.013306188	0.013306188	0.059594257
1049	0.013232145	0.013232145	0.013232145	0.059400816
1050	0.013158515	0.013158515	0.013158515	0.059208003
1051	0.013085294	0.013085294	0.013085294	0.059015815
1052	0.013012481	0.013012481	0.013012481	0.058824252
1053	0.012940073	0.012940073	0.012940073	0.05863331
1054	0.012868067	0.012868067	0.012868067	0.058442989
1055	0.012796463	0.012796463	0.012796463	0.058253285
1056	0.012725257	0.012725257	0.012725257	0.058064196
1057	0.012654447	0.012654447	0.012654447	0.057875722
1058	0.012584031	0.012584031	0.012584031	0.057687859
1059	0.012514007	0.012514007	0.012514007	0.057500607
1060	0.012444373	0.012444373	0.012444373	0.057313962
1061	0.012375126	0.012375126	0.012375126	0.057127922
1062	0.012306264	0.012306264	0.012306264	0.056942487
1063	0.012237786	0.012237786	0.012237786	0.056757654
1064	0.012169689	0.012169689	0.012169689	0.05657342
1065	0.01210197	0.01210197	0.01210197	0.056389785
1066	0.012034629	0.012034629	0.012034629	0.056206745
1067	0.011967662	0.011967662	0.011967662	0.0560243
1068	0.011901067	0.011901067	0.011901067	0.055842447
1069	0.011834844	0.011834844	0.011834844	0.055661184
1070	0.011768989	0.011768989	0.011768989	0.05548051
1071	0.0117035	0.0117035	0.0117035	0.055300422
1072	0.011638376	0.011638376	0.011638376	0.055120919
1073	0.011573614	0.011573614	0.011573614	0.054941998
1074	0.011509212	0.011509212	0.011509212	0.054763658
1075	0.011445169	0.011445169	0.011445169	0.054585897
1076	0.011381482	0.011381482	0.011381482	0.054408713
1077	0.01131815	0.01131815	0.01131815	0.054232105
1078	0.01125517	0.01125517	0.01125517	0.054056069
1079	0.01119254	0.01119254	0.01119254	0.053880605
1080	0.011130259	0.011130259	0.011130259	0.05370571
1081	0.011068325	0.011068325	0.011068325	0.053531383
1082	0.011006735	0.011006735	0.011006735	0.053357622
1083	0.010945488	0.010945488	0.010945488	0.053184425
1084	0.010884581	0.010884581	0.010884581	0.05301179
1085	0.010824014	0.010824014	0.010824014	0.052839716
1086	0.010763784	0.010763784	0.010763784	0.0526682
1087	0.010703888	0.010703888	0.010703888	0.052497241
1088	0.010644327	0.010644327	0.010644327	0.052326836
1089	0.010585096	0.010585096	0.010585096	0.052156985
1090	0.010526195	0.010526195	0.010526195	0.051987685
1091	0.010467622	0.010467622	0.010467622	0.051818935
1092	0.010409375	0.010409375	0.010409375	0.051650733
1093	0.010351452	0.010351452	0.010351452	0.051483076
1094	0.010293851	0.010293851	0.010293851	0.051315964
1095	0.010236571	0.010236571	0.010236571	0.051149394
1096	0.010179609	0.010179609	0.010179609	0.050983365
1097	0.010122964	0.010122964	0.010122964	0.050817874
1098	0.010066635	0.010066635	0.010066635	0.050652921
1099	0.010010619	0.010010619	0.010010619	0.050488503
1100	0.009954915	0.009954915	0.009954915	0.050324619
1101	0.009899521	0.009899521	0.009899521	0.050161267
1102	0.009844435	0.009844435	0.009844435	0.049998446
1103	0.009789655	0.009789655	0.009789655	0.049836152
1104	0.00973518	0.00973518	0.00973518	0.049674386
1105	0.009681009	0.009681009	0.009681009	0.049513145
1106	0.009627139	0.009627139	0.009627139	0.049352427
1107	0.009573568	0.009573568	0.009573568	0.04919223
1108	0.009520296	0.009520296	0.009520296	0.049032554
1109	0.00946732	0.00946732	0.00946732	0.048873396
1110	0.009414639	0.009414639	0.009414639	0.048714754
1111	0.009362251	0.009362251	0.009362251	0.048556628
1112	0.009310155	0.009310155	0.009310155	0.048399015
1113	0.009258349	0.009258349	0.009258349	0.048241913
1114	0.00920683	0.00920683	0.00920683	0.048085322
1115	0.009155599	0.009155599	0.009155599	0.047929238
1116	0.009104652	0.009104652	0.009104652	0.047773662
1117	0.009053989	0.009053989	0.009053989	0.04761859
1118	0.009003608	0.009003608	0.009003608	0.047464022
1119	0.008953508	0.008953508	0.008953508	0.047309955
1120	0.008903686	0.008903686	0.008903686	0.047156388
1121	0.008854141	0.008854141	0.008854141	0.04700332
1122	0.008804872	0.008804872	0.008804872	0.046850749
1123	0.008755877	0.008755877	0.008755877	0.046698673
1124	0.008707155	0.008707155	0.008707155	0.046547091
1125	0.008658704	0.008658704	0.008658704	0.046396001
1126	0.008610522	0.008610522	0.008610522	0.046245401
1127	0.008562609	0.008562609	0.008562609	0.04609529
1128	0.008514962	0.008514962	0.008514962	0.045945666
1129	0.008467581	0.008467581	0.008467581	0.045796528
1130	0.008420463	0.008420463	0.008420463	0.045647874
1131	0.008373607	0.008373607	0.008373607	0.045499702
1132	0.008327012	0.008327012	0.008327012	0.045352012
1133	0.008280676	0.008280676	0.008280676	0.045204801
1134	0.008234598	0.008234598	0.008234598	0.045058067
1135	0.008188777	0.008188777	0.008188777	0.044911811
1136	0.00814321	0.00814321	0.00814321	0.044766028
1137	0.008097897	0.008097897	0.008097897	0.044620719
1138	0.008052836	0.008052836	0.008052836	0.044475882
1139	0.008008026	0.008008026	0.008008026	0.044331515
1140	0.007963465	0.007963465	0.007963465	0.044187616
1141	0.007919153	0.007919153	0.007919153	0.044044185
1142	0.007875086	0.007875086	0.007875086	0.043901219
1143	0.007831265	0.007831265	0.007831265	0.043758717
1144	0.007787688	0.007787688	0.007787688	0.043616677
1145	0.007744353	0.007744353	0.007744353	0.043475099
1146	0.00770126	0.00770126	0.00770126	0.04333398
1147	0.007658406	0.007658406	0.007658406	0.04319332
1148	0.007615791	0.007615791	0.007615791	0.043053116
1149	0.007573413	0.007573413	0.007573413	0.042913367
1150	0.00753127	0.00753127	0.00753127	0.042774071
1151	0.007489362	0.007489362	0.007489362	0.042635228
1152	0.007447688	0.007447688	0.007447688	0.042496836
1153	0.007406245	0.007406245	0.007406245	0.042358892
1154	0.007365033	0.007365033	0.007365033	0.042221397
1155	0.00732405	0.00732405	0.00732405	0.042084348
1156	0.007283295	0.007283295	0.007283295	0.041947743
1157	0.007242767	0.007242767	0.007242767	0.041811582
1158	0.007202465	0.007202465	0.007202465	0.041675863
1159	0.007162387	0.007162387	0.007162387	0.041540585
1160	0.007122531	0.007122531	0.007122531	0.041405745
1161	0.007082898	0.007082898	0.007082898	0.041271344
1162	0.007043485	0.007043485	0.007043485	0.041137378
1163	0.007004291	0.007004291	0.007004291	0.041003848
