Level	Amplify	Defense Skill	Dodge	Parry	Block	Hit - Melee	Hit - Ranged	Hit - Spell	Crit - Melee	Crit - Ranged	Crit - Spell	Multi-Strike	Readiness	Speed	Resilience - Crit Taken	Resilience - Player Damage	Lifesteal	Haste - Melee	Haste - Ranged	Haste - Spell	Avoidance	Sturdiness	Unused 7	Expertise	Armor Penetration	Mastery	PvP Power	Cleave	Versatility - Damage Done	Versatility - Healing Done	Versatility - Damage Taken	Unused 12
78	54.31177084	1.3034825	12.06928241	12.06928241	5.431177084	5.974294793	5.974294793	5.974294793	10.86235417	10.86235417	10.86235417	0	10.86235417	3.017320602	0	5.431177084	6.034641205	10.25889005	10.25889005	10.25889005	4.224248843	1.086235417	0	5.974294793	0	10.86235417	4.779435834	10.86235417	12.82361256	12.82361256	25.64722512	0
79	55.09209549	1.322210292	12.24268789	12.24268789	5.509209549	6.060130503	6.060130503	6.060130503	11.0184191	11.0184191	11.0184191	0	11.0184191	3.060671971	0	5.509209549	6.121343943	10.4062847	10.4062847	10.4062847	4.28494076	1.10184191	0	6.060130503	0	11.0184191	4.848104403	11.0184191	13.00785588	13.00785588	26.01571176	0
80	55.88709775	1.341290346	12.41935506	12.41935506	5.588709775	6.147580753	6.147580753	6.147580753	11.17741955	11.17741955	11.17741955	0	11.17741955	3.104838764	0	5.588709775	6.209677528	10.5564518	10.5564518	10.5564518	4.34677427	1.117741955	0	6.147580753	0	11.17741955	4.918064602	11.17741955	13.19556475	13.19556475	26.39112949	0
81	56.69705373	1.360729289	12.59934527	12.59934527	5.669705373	6.23667591	6.23667591	6.23667591	11.33941075	11.33941075	11.33941075	0	11.33941075	3.149836318	0	5.669705373	6.299672636	10.70944348	10.70944348	10.70944348	4.409770845	1.133941075	0	6.23667591	0	11.33941075	4.989340728	11.33941075	13.38680435	13.38680435	26.7736087	0
82	57.52224468	1.380533872	12.78272104	12.78272104	5.752224468	6.327446915	6.327446915	6.327446915	11.50444894	11.50444894	11.50444894	0	11.50444894	3.19568026	0	5.752224468	6.39136052	10.86531288	10.86531288	10.86531288	4.473952364	1.150444894	0	6.327446915	0	11.50444894	5.061957532	11.50444894	13.5816411	13.5816411	27.16328221	0
83	58.36295718	1.400710972	12.96954604	12.96954604	5.836295718	6.419925289	6.419925289	6.419925289	11.67259144	11.67259144	11.67259144	0	11.67259144	3.24238651	0	5.836295718	6.48477302	11.02411413	11.02411413	11.02411413	4.539341114	1.167259144	0	6.419925289	0	11.67259144	5.135940232	11.67259144	13.78014267	13.78014267	27.56028533	0
84	59.21948317	1.421267596	13.15988515	13.15988515	5.921948317	6.514143149	6.514143149	6.514143149	11.84389663	11.84389663	11.84389663	0	11.84389663	3.289971287	0	5.921948317	6.579942575	11.18590238	11.18590238	11.18590238	4.605959802	1.184389663	0	6.514143149	0	11.84389663	5.211314519	11.84389663	13.98237797	13.98237797	27.96475594	0
85	60.09212012	1.442210883	13.35380447	13.35380447	6.009212012	6.610133213	6.610133213	6.610133213	12.01842402	12.01842402	12.01842402	0	12.01842402	3.338451118	0	6.009212012	6.676902235	11.3507338	11.3507338	11.3507338	4.673831565	1.201842402	0	6.610133213	0	12.01842402	5.28810657	12.01842402	14.18841725	14.18841725	28.3768345	0
86	60.98117104	1.463548105	13.55137134	13.55137134	6.098117104	6.707928815	6.707928815	6.707928815	12.19623421	12.19623421	12.19623421	0	12.19623421	3.387842836	0	6.098117104	6.775685671	11.51866564	11.51866564	11.51866564	4.74297997	1.219623421	0	6.707928815	0	12.19623421	5.366343052	12.19623421	14.39833205	14.39833205	28.7966641	0
87	61.8869447	1.485286673	13.75265438	13.75265438	6.18869447	6.807563917	6.807563917	6.807563917	12.37738894	12.37738894	12.37738894	0	12.37738894	3.438163594	0	6.18869447	6.876327189	11.68975622	11.68975622	11.68975622	4.813429032	1.237738894	0	6.807563917	0	12.37738894	5.446051133	12.37738894	14.61219528	14.61219528	29.22439055	0
88	62.80975563	1.507434135	13.95772347	13.95772347	6.280975563	6.909073119	6.909073119	6.909073119	12.56195113	12.56195113	12.56195113	0	12.56195113	3.489430868	0	6.280975563	6.978861737	11.86406495	11.86406495	11.86406495	4.885203216	1.256195113	0	6.909073119	0	12.56195113	5.527258495	12.56195113	14.83008119	14.83008119	29.66016238	0
89	63.7499243	1.529998183	14.16664984	14.16664984	6.37499243	7.012491673	7.012491673	7.012491673	12.74998486	12.74998486	12.74998486	0	12.74998486	3.541662461	0	6.37499243	7.083324922	12.04165237	12.04165237	12.04165237	4.958327446	1.274998486	0	7.012491673	0	12.74998486	5.609993339	12.74998486	15.05206546	15.05206546	30.10413092	0
90	64.70777721	1.552986653	14.37950605	14.37950605	6.470777721	7.117855493	7.117855493	7.117855493	12.94155544	12.94155544	12.94155544	0	12.94155544	3.594876512	0	6.470777721	7.189753023	12.22258014	12.22258014	12.22258014	5.032827116	1.294155544	0	7.117855493	0	12.94155544	5.694284394	12.94155544	15.27822517	15.27822517	30.55645035	0
91	65.68364698	1.576407528	14.596366	14.596366	6.568364698	7.225201168	7.225201168	7.225201168	13.1367294	13.1367294	13.1367294	0	13.1367294	3.649091499	0	6.568364698	7.298182998	12.4069111	12.4069111	12.4069111	5.108728099	1.31367294	0	7.225201168	0	13.1367294	5.780160934	13.1367294	15.50863887	15.50863887	31.01727774	0
92	66.67787251	1.60026894	14.817305	14.817305	6.667787251	7.334565976	7.334565976	7.334565976	13.3355745	13.3355745	13.3355745	0	13.3355745	3.704326251	0	6.667787251	7.408652502	12.59470925	12.59470925	12.59470925	5.186056751	1.33355745	0	7.334565976	0	13.3355745	5.867652781	13.3355745	15.74338657	15.74338657	31.48677313	0
93	67.69079907	1.624579178	15.04239979	15.04239979	6.769079907	7.445987898	7.445987898	7.445987898	13.53815981	13.53815981	13.53815981	0	13.53815981	3.760599948	0	6.769079907	7.521199897	12.78603982	12.78603982	12.78603982	5.264839928	1.353815981	0	7.445987898	0	13.53815981	5.956790318	13.53815981	15.98254978	15.98254978	31.96509956	0
94	68.72277841	1.649346682	15.27172854	15.27172854	6.872277841	7.559505625	7.559505625	7.559505625	13.74455568	13.74455568	13.74455568	0	13.74455568	3.817932134	0	6.872277841	7.635864268	12.98096926	12.98096926	12.98096926	5.345104987	1.374455568	0	7.559505625	0	13.74455568	6.0476045	13.74455568	16.22621157	16.22621157	32.45242314	0
95	69.77416891	1.674580054	15.50537087	15.50537087	6.977416891	7.67515858	7.67515858	7.67515858	13.95483378	13.95483378	13.95483378	0	13.95483378	3.876342717	0	6.977416891	7.752685434	13.17956524	13.17956524	13.17956524	5.426879804	1.395483378	0	7.67515858	0	13.95483378	6.140126864	13.95483378	16.47445655	16.47445655	32.9489131	0
96	70.84533568	1.700288056	15.74340793	15.74340793	7.084533568	7.792986925	7.792986925	7.792986925	14.16906714	14.16906714	14.16906714	0	14.16906714	3.935851982	0	7.084533568	7.871703965	13.38189674	13.38189674	13.38189674	5.510192775	1.416906714	0	7.792986925	0	14.16906714	6.23438954	14.16906714	16.72737092	16.72737092	33.45474185	0
97	71.93665072	1.726479617	15.98592238	15.98592238	7.193665072	7.913031579	7.913031579	7.913031579	14.38733014	14.38733014	14.38733014	0	14.38733014	3.996480595	0	7.193665072	7.992961191	13.58803402	13.58803402	13.58803402	5.595072834	1.438733014	0	7.913031579	0	14.38733014	6.330425263	14.38733014	16.98504253	16.98504253	33.97008506	0
98	73.048493	1.753163832	16.23299844	16.23299844	7.3048493	8.03533423	8.03533423	8.03533423	14.6096986	14.6096986	14.6096986	0	14.6096986	4.058249611	0	7.3048493	8.116499222	13.79804868	13.79804868	13.79804868	5.681549455	1.46096986	0	8.03533423	0	14.6096986	6.428267384	14.6096986	17.24756085	17.24756085	34.49512169	0
99	74.18124863	1.780349967	16.48472192	16.48472192	7.418124863	8.159937349	8.159937349	8.159937349	14.83624973	14.83624973	14.83624973	0	14.83624973	4.121180479	0	7.418124863	8.242360958	14.01201363	14.01201363	14.01201363	5.769652671	1.483624973	0	8.159937349	0	14.83624973	6.527949879	14.83624973	17.51501704	17.51501704	35.03003407	0
100	75.33531098	1.808047464	16.74118022	16.74118022	7.533531098	8.286884208	8.286884208	8.286884208	15.0670622	15.0670622	15.0670622	0	15.0670622	4.185295055	0	7.533531098	8.370590109	14.23000319	14.23000319	14.23000319	5.859413076	1.50670622	0	8.286884208	0	15.0670622	6.629507366	15.0670622	17.78750398	17.78750398	35.57500796	0
101	76.51108083	1.83626594	17.00246241	17.00246241	7.651108083	8.416218892	8.416218892	8.416218892	15.30221617	15.30221617	15.30221617	0	15.30221617	4.250615602	0	7.651108083	8.501231204	14.45209305	14.45209305	14.45209305	5.950861843	1.530221617	0	8.416218892	0	15.30221617	6.732975113	15.30221617	18.06511631	18.06511631	36.13023262	0
102	77.70896649	1.865015196	17.26865922	17.26865922	7.770896649	8.547986314	8.547986314	8.547986314	15.5417933	15.5417933	15.5417933	0	15.5417933	4.317164805	0	7.770896649	8.63432961	14.67836034	14.67836034	14.67836034	6.044030727	1.55417933	0	8.547986314	0	15.5417933	6.838389051	15.5417933	18.34795042	18.34795042	36.69590084	0
103	78.92938395	1.894305215	17.5398631	17.5398631	7.892938395	8.682232234	8.682232234	8.682232234	15.78587679	15.78587679	15.78587679	0	15.78587679	4.384965775	0	7.892938395	8.76993155	14.90888363	14.90888363	14.90888363	6.138952085	1.578587679	0	8.682232234	0	15.78587679	6.945785788	15.78587679	18.63610454	18.63610454	37.27220909	0
104	80.17275702	1.924146168	17.81616823	17.81616823	8.017275702	8.819003272	8.819003272	8.819003272	16.0345514	16.0345514	16.0345514	0	16.0345514	4.454042057	0	8.017275702	8.908084113	15.14374299	15.14374299	15.14374299	6.235658879	1.60345514	0	8.819003272	0	16.0345514	7.055202618	16.0345514	18.92967874	18.92967874	37.85935748	0
105	81.43951749	1.95454842	18.09767055	18.09767055	8.143951749	8.958346923	8.958346923	8.958346923	16.2879035	16.2879035	16.2879035	0	16.2879035	4.524417638	0	8.143951749	9.048835276	15.38301997	15.38301997	15.38301997	6.334184693	1.62879035	0	8.958346923	0	16.2879035	7.166677539	16.2879035	19.22877496	19.22877496	38.45754992	0
106	82.73010526	1.985522526	18.38446784	18.38446784	8.273010526	9.100311579	9.100311579	9.100311579	16.54602105	16.54602105	16.54602105	0	16.54602105	4.596116959	0	8.273010526	9.192233918	15.62679766	15.62679766	15.62679766	6.434563743	1.654602105	0	9.100311579	0	16.54602105	7.280249263	16.54602105	19.53349708	19.53349708	39.06699415	0
107	84.04496853	2.017079245	18.67665967	18.67665967	8.404496853	9.244946538	9.244946538	9.244946538	16.80899371	16.80899371	16.80899371	0	16.80899371	4.669164918	0	8.404496853	9.338329836	15.87516072	15.87516072	15.87516072	6.536830886	1.680899371	0	9.244946538	0	16.80899371	7.39595723	16.80899371	19.8439509	19.8439509	39.6879018	0
108	85.3845639	2.049229534	18.97434753	18.97434753	8.53845639	9.392302029	9.392302029	9.392302029	17.07691278	17.07691278	17.07691278	0	17.07691278	4.743586883	0	8.53845639	9.487173767	16.1281954	16.1281954	16.1281954	6.641021637	1.707691278	0	9.392302029	0	17.07691278	7.513841623	17.07691278	20.16024425	20.16024425	40.32048851	0
109	86.74935657	2.081984558	19.27763479	19.27763479	8.674935657	9.542429223	9.542429223	9.542429223	17.34987131	17.34987131	17.34987131	0	17.34987131	4.819408699	0	8.674935657	9.638817397	16.38598958	16.38598958	16.38598958	6.747172178	1.734987131	0	9.542429223	0	17.34987131	7.633943379	17.34987131	20.48248697	20.48248697	40.96497394	0
110	88.11414925	2.114739582	19.58092206	19.58092206	8.811414925	9.692556418	9.692556418	9.692556418	17.62282985	17.62282985	17.62282985	0	17.62282985	4.895230514	0	8.811414925	9.790461028	16.64378375	16.64378375	16.64378375	6.85332272	1.762282985	0	9.692556418	0	17.62282985	7.754045134	17.62282985	20.80472968	20.80472968	41.60945937	0
111	101.0225599	2.424541439	22.44945777	22.44945777	10.10225599	11.11248159	11.11248159	11.11248159	20.20451199	20.20451199	20.20451199	0	20.20451199	5.612364441	0	10.10225599	11.22472888	19.0820391	19.0820391	19.0820391	7.857310218	2.020451199	0	11.11248159	0	20.20451199	8.889985275	20.20451199	23.85254888	23.85254888	47.70509775	0
112	115.8220071	2.77972817	25.73822379	25.73822379	11.58220071	12.74042078	12.74042078	12.74042078	23.16440142	23.16440142	23.16440142	0	23.16440142	6.434555949	0	11.58220071	12.8691119	21.87749023	21.87749023	21.87749023	9.008378328	2.316440142	0	12.74042078	0	23.16440142	10.19233662	23.16440142	27.34686278	27.34686278	54.69372556	0
113	132.7895208	3.186948499	29.5087824	29.5087824	13.27895208	14.60684729	14.60684729	14.60684729	26.55790416	26.55790416	26.55790416	0	26.55790416	7.377195599	0	13.27895208	14.7543912	25.08246504	25.08246504	25.08246504	10.32807384	2.655790416	0	14.60684729	0	26.55790416	11.68547783	26.55790416	31.35308129	31.35308129	62.70616259	0
114	152.2427151	3.653825163	33.83171447	33.83171447	15.22427151	16.74669866	16.74669866	16.74669866	30.44854303	30.44854303	30.44854303	0	30.44854303	8.457928618	0	15.22427151	16.91585724	28.7569573	28.7569573	28.7569573	11.84110007	3.044854303	0	16.74669866	0	30.44854303	13.39735893	30.44854303	35.94619663	35.94619663	71.89239325	0
115	174.5457335	4.189097605	38.78794078	38.78794078	17.45457335	19.20003069	19.20003069	19.20003069	34.90914671	34.90914671	34.90914671	0	34.90914671	9.696985196	0	17.45457335	19.39397039	32.96974967	32.96974967	32.96974967	13.57577927	3.490914671	0	19.20003069	0	34.90914671	15.36002455	34.90914671	41.21218708	41.21218708	82.42437417	0
116	200.1160651	4.802785563	44.47023669	44.47023669	20.01160651	22.01276716	22.01276716	22.01276716	40.02321302	40.02321302	40.02321302	0	40.02321302	11.11755917	0	20.01160651	22.23511835	37.79970119	37.79970119	37.79970119	15.56458284	4.002321302	0	22.01276716	0	40.02321302	17.61021373	40.02321302	47.24962648	47.24962648	94.49925297	0
117	229.4323597	5.506376632	50.98496882	50.98496882	22.94323597	25.23755956	25.23755956	25.23755956	45.88647194	45.88647194	45.88647194	0	45.88647194	12.7462422	0	22.94323597	25.49248441	43.33722349	43.33722349	43.33722349	17.84473909	4.588647194	0	25.23755956	0	45.88647194	20.19004765	45.88647194	54.17152937	54.17152937	108.3430587	0
118	263.0433875	6.313041301	58.45408612	58.45408612	26.30433875	28.93477263	28.93477263	28.93477263	52.60867751	52.60867751	52.60867751	0	52.60867751	14.61352153	0	26.30433875	29.22704306	49.6859732	49.6859732	49.6859732	20.45893014	5.260867751	0	28.93477263	0	52.60867751	23.1478181	52.60867751	62.1074665	62.1074665	124.214933	0
119	301.5783119	7.237879486	67.01740264	67.01740264	30.15783119	33.17361431	33.17361431	33.17361431	60.31566238	60.31566238	60.31566238	0	60.31566238	16.75435066	0	30.15783119	33.50870132	56.96479225	56.96479225	56.96479225	23.45609093	6.031566238	0	33.17361431	0	60.31566238	26.53889145	60.31566238	71.20599031	71.20599031	142.4119806	0
120	360	8.64	80	80	36	39.6	39.6	39.6	72	72	72	0	72	20	0	36	40	68	68	68	28	7.2	0	39.6	0	72	31.68	72	85	85	170	0
121	360	8.64	80	80	36	39.6	39.6	39.6	72	72	72	0	72	20	0	36	40	68	68	68	28	7.2	0	39.6	0	72	31.68	72	85	85	170	0
122	360	8.64	80	80	36	39.6	39.6	39.6	72	72	72	0	72	20	0	36	40	68	68	68	28	7.2	0	39.6	0	72	31.68	72	85	85	170	0
123	360	8.64	80	80	36	39.6	39.6	39.6	72	72	72	0	72	20	0	36	40	68	68	68	28	7.2	0	39.6	0	72	31.68	72	85	85	170	0
